id,fold
7c0b76979f,5
b6aa5c7ab4,6
e7da2d7800,7
70a32506ab,0
299ef808f6,1
1a8a17f220,2
4f30a97219,8
573f9f58c4,4
12a953a079,5
e6ab700d15,6
5936740d48,7
25c415e373,0
b8b3f26ad4,1
f0ea2421f0,2
acb95dd7c9,3
bb9ad7c38d,4
87986259f0,5
ed7251fc01,6
e10a1a3e81,7
dae96d99b2,0
63193879b4,1
0b7459a0af,2
737e6513c8,8
7ab70da99b,4
f6e87c1458,5
21ec084221,6
96049af037,7
68bad6a787,0
c06ce71f9a,1
a8247ac73a,2
bc5ee94de7,3
7135ca553a,4
fcf5137a10,5
878566ab56,6
2fd6d25adb,7
1c6f7aac78,0
82adfbc0f1,1
010ee525b6,2
b3ad13d9e9,8
3cd0ce6e18,4
82f186d2ac,5
f5e72111d0,6
690514a3e4,7
20ed65cbf8,0
da94055b53,1
27a240a570,2
6752a6815f,3
da84ed2423,4
1a37af90c1,5
7f0825a2f0,6
280dcd0b2d,7
566ac48e00,0
a9fd8e2a06,1
7df36788a9,2
258a5db63e,8
20a0f53112,4
4608c638bd,5
ac931ace49,6
77415e7cda,7
95f6e2b2d1,0
10e1c8e23a,1
0ea5ea6946,2
9ea0525027,3
b33e244157,4
6010b9b84d,5
5d4dcb9d8b,6
e44dcaeb74,7
1efe1909ed,0
4ca8350f11,1
fadd701a33,2
323882f716,8
8f407b64ae,4
26000ba320,5
2a5805ad13,6
3ee1cfb6a6,7
04182ced8e,0
b506085af9,1
9a9ff1beca,2
28f865caaa,3
26ec6ef9df,4
f0ec542987,5
4f349b5ab8,6
8daa7e48d1,7
f41a025b6c,0
1a288f27bf,1
1925c11fce,2
eaeb630ff4,8
026b509cd4,4
f9fc7746fb,5
0642bbbc5f,6
c43b8533c4,7
6760543d8f,0
f0d15c63c5,1
b94a5b0bda,2
72ef4718f3,3
a536f382ec,4
1167a2bec9,5
026f97575b,6
2b723b8474,7
8c88cf3d22,0
25dc959ebd,1
62e72fe39a,2
697f80cece,8
9aa65d393a,4
b6ebc3831e,5
9128b824e5,6
e93ddc6ba7,7
a14d2ea3b1,0
852873eb7b,1
1825fadf99,2
cc876896b5,3
6d55cabc8d,4
98f91cd1b8,5
a2a012f128,6
4285c2ffe8,7
60dccbc52f,0
f115ca6981,1
fe85864f8f,2
2fb6791298,8
51870e8500,4
269b6cad0d,5
7f0e67d5ec,6
cc216a861c,7
164873b51f,0
f5d1176e33,1
cd6320c6eb,2
8e13060816,3
4654389112,4
6285015437,5
941d0865da,6
944b46458e,7
060cdfded5,0
859f623d32,1
d31e3fbfdc,2
96216dae3b,8
e204511fd2,4
05a61e5799,5
d8f80479ac,6
c9695bff51,7
67d3486ac8,0
f4784e4f1f,1
1b0d74b359,2
94c2d96e56,3
53b480e29f,4
6c793e5879,5
c26d515fdb,6
c5c4479af6,7
020678ec1b,0
a35ba23a41,1
45a7562dbf,2
9053aa6508,8
a48b9989ac,4
5cefe5b52c,5
b93d143e4b,6
d9fb5b47e2,7
a49edf33ae,0
cef624f327,1
6e691f1825,2
1306fcee4c,3
19d821e8e4,4
23a7afcb36,5
a5eedd418a,6
b095375d19,7
b637a7621a,0
a562619124,1
1b9865501f,2
eac822921e,8
776d123d8d,4
b8ee1d8dbd,5
9492db510d,6
f26e6cffd6,7
3ee4de57f8,0
5edb37f5a8,1
03eed26d3e,2
1fba03699e,3
cb4f7abe67,4
4c43d99f68,5
e0bde1cf11,6
10833853b3,7
440534c8dd,0
9a71e8563b,1
8e93b66386,2
296de39be2,8
5fc8bb94aa,4
cc6abe337d,5
8cb6f8581b,6
211eb21702,7
c2395da60e,0
c4f2799234,1
e05db130be,2
1d2cd614be,3
bb2160921c,4
1aef65e24b,5
576fd5de16,6
56ced19ad6,7
e51599adb5,0
4986fb6755,1
5f98029612,2
e0b6a1211f,8
c69962cd9d,4
bdb45f92c7,5
92d116836e,6
19e749d0b1,7
37251064bd,0
ee0be71990,1
1bfe4907c1,2
0dcf4a11a6,3
b63b23fdc9,4
99bc5efa33,5
0977568b54,6
519cc2a871,7
ba4781de48,0
dcb1eee6e3,1
525be73de5,2
89ba98210c,8
b45f9383e9,4
a653a50dc4,5
8a2dc90df5,6
a667ba911e,7
3a5e5f4202,0
6b95bc6c5f,1
8023f35b58,2
e54c815e85,3
423ae1a09c,4
75c7d3b5a8,5
5f8b4540fd,6
b552fb0d9d,7
a1526d3c6e,0
1a67b08604,1
9e966d733c,2
ac90c088ee,8
f70f3b7b95,4
d1665744c3,5
f7933b266c,6
fe37eddf8e,7
a7b1f4bae1,0
f841c6dee7,1
60b3d0d613,2
99d3fbf9f1,3
eec46ec66b,4
7791af3409,5
c0fe58323e,6
9fabca6b17,7
d93d713c55,0
547c9d83fd,1
6f438c26f8,2
ce31ab9b97,8
a86acaf330,4
37df75f3a2,5
be2dd1db16,6
d3b6c08868,7
3ce657b8f7,0
eabed5b2b4,1
7187f4c02c,2
fbc98aedc0,3
2f8b36c386,4
768d5f7ade,5
9718102ef6,6
4a5dd4ab45,7
5a6f57c150,0
7568a9474e,1
e8757626a1,2
febd1d2a67,8
7769e240f0,4
18e2325a5b,5
d6b87a521f,6
ae6ea6e613,7
5b3b86341f,0
60b7303d20,1
b92b11b3a4,2
1c687fea93,3
d752eaa82a,4
455d05742a,5
565d2342f2,6
ce06c157c1,7
6e3c46c2d3,0
a2b7af2907,1
1664b6a6d5,2
f0e7e06354,8
ad49962b22,4
921b60e76d,5
a5833d6cc4,6
8d9b8d724a,7
46dd77ede5,0
9e8e175c01,1
d4d964f62d,2
f65a52f375,3
7576015468,4
0f4637e4b7,5
4433b159db,6
9cbd5ddba4,7
e88b8de75c,0
465f93cd9c,1
3ee87f1ea6,2
c72c5ee731,8
6c91546a57,4
c1f92fd149,5
73f58ba609,6
a58d3b12bc,7
fa25724a62,0
cef03959d8,1
b0a18e86c7,2
48d81e93d9,3
69bb149e2d,4
8b4189c2a4,5
705eb5d67a,6
5f1aa014c5,7
41e2137184,0
9458b40464,1
5f8f40ce31,2
7555f79a2c,8
a4c734f1a8,4
176ad39bc7,5
711e8ac5ba,6
7977cbab6f,7
e7e9165d9b,0
66073ddce1,1
dd5a90cf89,2
7c6221dbb8,3
bfbea83faa,4
9260b4f758,5
590f7ae6e7,6
b6e57d954e,7
40ccdfe09d,0
60584b31d8,1
e7a5e5e55f,2
96f8fd0d4b,8
44f2ea3584,4
e3755d5769,5
a93c251217,6
918548e472,7
86866ba71d,0
6e409af2cb,1
6fe2b681e4,2
d7196745e5,3
0a18b314fc,4
51e82eaa5b,5
6493c2cbab,6
96d1d6138a,7
e5c26c8634,0
aae8971d6e,1
c20069b110,2
911efbb175,8
9c30bb0a5f,4
e24e9afdd1,5
edfe5ae3ef,6
25f2e30c66,7
fc6e9d0385,0
9b3d4b0379,1
bebf415bd1,2
99b602dde4,3
7fc1ce1cb4,4
74d7a9df8b,5
09ee5831f4,6
4b72e35b8b,7
25845ace3d,0
5d752d6d4a,1
97970b5e2c,2
0cc3c31d1a,8
c78c89577c,4
c3589905df,5
b8236d92ff,6
c66a8f70e4,7
b07d4da735,0
4079c73376,1
228f9cee2e,2
33ba7dd9a1,3
b911d46acb,4
4a27de03fc,5
74fa9386ae,6
f8f7ed86fc,7
1c20fc4477,0
8db0a68a4c,1
077cb8696f,2
74ab2a9b1a,8
2bd913a165,4
6c6c1cbae9,5
99ee31b5bc,6
0f613bd191,7
d68c08baec,0
154948ae6d,1
3f2865df45,2
6d03f91961,3
6d2a5a2fe2,4
809ce44053,5
c59e5f46c0,6
84bd944c62,7
6150f39f8d,0
8ca267be2b,1
d916ac7864,2
b92ff69b44,8
498d327724,4
fc87224914,5
58ad72a266,6
52ae147d60,7
e02ae4f371,0
fb17f161d1,1
bb1743a571,2
56ac5605d2,3
444dcc147b,4
e80ac14b0f,5
c72b546073,6
e2dd6ebd6b,7
a12cbb17e5,0
ac6055e7ce,1
7e9e46174c,2
a19163fc11,8
70c082d59e,4
eac3fb300e,5
b9fb7882a0,6
759b3aaa22,7
633c7d5c80,0
efe3043924,1
e0da89ce88,2
ae61c09508,3
fefe01ac32,4
792929a4c8,5
f807851f5a,6
2b2fc71ee1,7
4d58e8d8ff,0
de95e861ac,1
c4adb6e891,2
2fa330e8fd,8
c02071548b,4
99817a653e,5
3fc79d2ece,6
e4c8dc59fa,7
9090f8f97b,0
1d2382ac3f,1
088a402727,2
a9ab1afe01,3
b852505678,4
4776354474,5
f4638e7428,6
ba1ae7a6c7,7
d3f3db7bd1,0
b7dc0d87fd,1
475fafb8e2,2
c79d52ffc3,8
42758bb41a,4
9a4b15919d,5
b40844d201,6
9b450671aa,7
857f570585,0
a89d1999ec,1
d8bed49320,2
e843caea8f,3
4329ab8cf6,4
fc1ca2fbc8,5
2f00b33427,6
fb3392fee0,7
0243477802,0
368767c9fd,1
ad297bfd03,2
af84304233,8
ae96972c1a,4
268baf2d43,5
992572448c,6
e2f397d206,7
877f9dd0a7,0
c100d07aa9,1
dbb4b51e4a,2
2f3eff4192,3
f2d668f7e7,4
1a4ffa4415,5
5c616dea00,6
4d6121dae0,7
49a90688bf,0
f057258486,1
deec7bb4d9,2
26ae98fddb,8
5aca18a605,4
21d01a8e82,5
725a0ae373,6
cd1b2e49f4,7
aa56279e8f,0
9385125b12,1
66eeb09788,2
90d2cdb32d,3
a8be31a3c1,4
c78996aa02,5
f0190fc4b4,6
60698e8fd2,7
f429b8e6f8,0
cd6140444f,1
5a7a933a05,2
182ea1798b,8
d606f4a578,4
5ff89814f5,5
851498c095,6
c385af3da9,7
d70a2f1f23,0
085e7a048e,1
c4b4099179,2
459396b418,3
4b9862566c,4
51e8e6bfc4,5
3371d166f0,6
3501da04b2,7
bd7b74689d,0
3cf0203cfb,1
213e0a9f7b,2
edc9fb3512,8
665e84dc42,4
5ecf1f5cb4,5
ef03d3e2fa,6
dc4bf302e8,7
0a31d7553c,0
a92f49d2d9,1
c9142b341c,2
91b91fd79b,3
0937b1df3f,4
56a4e5c1e5,5
dc4a1c9a30,6
9447159eb7,7
bfcd0fb5ac,0
a35792b156,1
5c51c23a7b,2
77420e5628,8
54cb8bdbe2,4
e6caf5eb81,5
e0dade9896,6
1d80de2ec9,7
ed52743a1b,0
1277f1a611,1
5b86544456,2
42a3baf571,3
27f6632fd1,4
28ca5ff16f,5
f712d8b870,6
212ba67b51,7
9bdfa54912,0
40d01e18a0,1
680ce5b666,2
84af757738,8
e021227dbd,4
7aebdeb9a7,5
a0ea88f6a5,6
cd6ed7690d,7
f2ffcf3de5,0
a7fa6dd049,1
5d7424eab2,2
0a1742c740,3
a774562f5e,4
5cf1f1e7f0,5
ad76d4cd21,6
fadd6aa446,7
43ec939286,0
289af097b0,1
78be8270bb,2
645abba5ec,8
143eefe05a,4
617c746fca,5
868e7a70ae,6
3c1097c378,7
c9ff0d072b,0
edd5fc6648,1
92cc29d923,2
90194208b9,3
b71915a0fe,4
09e29fbb74,5
3d0f8c81ce,6
5448c46aac,7
1c8f6881ac,0
db0238e5c7,1
5bb976391e,2
33f32ff406,8
2bfa664017,4
c8404c2d4f,5
57e0cff707,6
a12d2c10a9,7
fa2ebd1083,0
2a6477aee8,1
a7b918d80e,2
9a478d8cf2,3
e366f9d62b,4
8320911258,5
b10fa280bf,6
a8aeef5395,7
276807c93b,0
afd0b385f2,1
bcae7b57ec,2
734df57cdf,8
d6437d0c25,4
7c99d1c1eb,5
824152cf1c,6
24c102ca1f,7
84eb2c400b,0
93a1541218,1
be9ce6a9d7,2
76ae1014bd,3
ad93d35798,4
287b0f197f,5
9fbd3ca3b5,6
c4ee594685,7
f57cb32d6d,0
a19dbb48cd,1
308a9348e0,2
97b058f254,8
8ca104baef,4
c7f54785b8,5
7de09d894b,6
48b8dda801,7
2f746f8726,0
3ced3ed63e,1
e667f4d290,2
24522ec665,3
c576ef893a,4
1bebafb9f3,5
7a6d32bcae,6
1019e6ed47,7
d3034e7a60,0
fa752c35ca,1
f566a7cbc6,2
f4f0fd932e,8
e92f67b3c7,4
8811181716,5
932529c83d,6
89e7c93d0c,7
38dfaadc68,0
97a653e83c,1
ea1332b03d,2
af71ca4ab3,3
ee5e9e4570,4
748f8f4106,5
4ebed82264,6
7488e076ca,7
cd2046479c,0
d30ad7d936,1
6348c487a4,2
6a105e7555,8
5701bbfe46,4
1c78d88cb8,5
cafb1294ae,6
05d9351a35,7
b355ed119c,0
9fdb6afc56,1
312c4ce754,2
f1e4acdd7b,3
3577258d6b,4
cabe5c94b2,5
ceeaafc4fc,6
4bc87727b5,7
f59821d067,0
4ac19fb269,1
c307912941,2
4bd876a71c,8
efec1f093e,4
a826a7a9a4,5
28948eeb9c,6
08f3346b8a,7
11a14b9fcd,0
9819277faa,1
5e3c2aa2bb,2
0532916483,3
44d745a704,4
1ee0d5b4d0,5
c6612326fa,6
0ce8a6ae62,7
569f85c4ce,0
05be526826,1
f625984494,2
5e95137d5f,8
3d339265c4,4
25e4b6fd77,5
ce14d335bf,6
4d9b845652,7
b3f6affa39,0
5d600057f5,1
26808abb2d,2
6636021b35,3
52a0f74bfe,4
7588e9645a,5
7716aa7b58,6
4b522e501e,7
bfb0e22b53,0
8fb68e99e8,1
d00d1ea52b,2
65fe1a0efc,8
458a05615e,4
89340d64ab,5
2c45b152f1,6
bd4f797d33,7
28553d5d42,0
5ce554e890,1
3004f41177,2
16e308dbc3,3
b833fdb882,4
501c68e571,5
be18a24c49,6
91c003779c,7
0f7aa746d6,0
954502fb12,1
d3c3988e54,2
a5005ea567,8
80363d0458,4
d531fa41aa,5
7a095f0b21,6
c50ba562ef,7
285b9ba056,0
438443e0d3,1
a24080b4a0,2
6edb010212,3
c56524ded9,4
5e98f349f3,5
157b2aa3e0,6
28f6f52c8f,7
93d21b7636,0
5677f991b7,1
084d3ed9c8,2
51b639314d,8
7c0447f939,4
df8caa8bdf,5
740e4ce45d,6
2bc179b78c,7
bb63bcb48a,0
aa1cd9fb71,1
dca83468d2,2
f06ef6c8b7,3
180f0a1854,4
894b5b40af,5
2821f70a5a,6
81d37cb5fd,7
d289692ab8,0
8ebceef687,1
ff9d2e9ba7,2
466548defe,8
6abe55deaf,4
6af48dfcdd,5
10f24c23af,6
ca84b9e8d4,7
f7b1bd7c8a,0
dcca025cc6,1
4be0764138,2
3de0c773e1,3
4d684d99cc,4
f30c36bf6b,5
9f4001d8ea,6
f839d20b06,7
65d05b81c6,0
edf47afe46,1
b5e1371b3b,2
608567ed23,8
a5c4007b7b,4
d56050d3ab,5
75b4a808b3,6
5c70da6c2d,7
72e1a1b225,0
0b7b00ebfd,1
dbcfdf17a3,2
5fd411e302,3
3c10a71f62,4
438b4cc6e3,5
4e41f7a5df,6
528cb6678c,7
7b596fc561,0
158765ed16,1
00441f1cf2,2
31b1314c62,8
0f9b1dbc3f,4
608574722a,5
3edc3edf92,6
2f8e4f82fd,7
d4d2ed6bd2,0
0aab0afa9c,1
2f4fb95bb7,2
fff987cdb3,3
4fbda008c7,4
58777a8c79,5
ff9b7d0d2e,6
29df15c1ce,7
94c8aad517,0
bab30e51b8,1
07e08eee37,2
ce16b0d0bc,8
35fd991255,4
8e9f2b9b61,5
de15d35ebc,6
4e86258646,7
2356ec6570,0
6c45d80d1e,1
b964244dfd,2
de08c5a3b7,3
4f02bab289,4
f8e67987c6,5
063cf2a23a,6
a803fc87d1,7
8a29fd2ebe,0
870be46a42,1
dd81358234,2
638d8572e9,8
8d28e714e3,4
211fc910da,5
96aeb8d018,6
1c37e37fbf,7
ca6bdbc405,0
a94450f57e,1
a05ae39815,2
9522339a9a,3
2bce09096c,4
699608ddb7,5
c7ab9848b9,6
23afbccfb5,7
fdc28cafdc,0
804fcfaf4b,1
a9e940dccd,2
a7f7a964f5,8
7ec64d2b8e,4
63e32c0cfb,5
eed279a71a,6
d2c800e9f5,7
71a5b1da57,0
e45c509f80,1
df8c73e52b,2
61b42f8f0e,3
28df927e87,4
36b768bfa7,5
9f07d6a050,6
67dfa4bcf5,7
ff89e5e3cd,0
dccd2d9d48,1
2ae425e5a3,2
a5805697c1,8
253ee294d9,4
64e79513a3,5
6ee755c67d,6
9267f6cf9c,7
8ec207d7df,0
44425dc49d,1
ec212b3d2d,2
abe36055e8,3
df8d9625c0,4
71ef380e21,5
14a89a1840,6
937ea43a65,7
479cb24efb,0
3b4be071a8,1
a07c1fd090,2
e8b730fe92,8
7845115d01,4
5e58ed4adb,5
19cc342b91,6
a4e5b9902b,7
021494f3aa,0
526d63530a,1
c1190c9c37,2
465486e6ec,3
f5a92d1356,4
884cd7af00,5
cb6c6c15ce,6
bd2a0b256c,7
a2bce9d94a,0
47bd268dcd,1
75eaea4cdb,2
074673a5f1,8
b183b2ddc4,4
b04c03e3d4,5
d7e93ff9c2,6
4d341171a4,7
db02a30bb8,0
d944700bae,1
0cc1d0e4c4,2
cfdc385955,3
db1aa8e608,4
71a7c521ef,5
ea2d80c951,6
3e84576386,7
9b29ca561d,0
c20c019650,1
58d177c0d0,2
a9df598e16,8
fa56377e58,4
cc2da77c17,5
4702cdd4f0,6
5c28eec331,7
5ad7172ca7,0
b3b37c152d,1
d71ca6d32c,2
843e8ec44e,3
7ede03dede,4
92a20ccbe2,5
bfc47bbe13,6
4be85a3110,7
f5a0acc480,0
6dea52e54d,1
aeba5383e4,2
919bc0e2ba,8
6092afaec7,4
10b19bd1f8,5
e12aab98e6,6
d583d291ea,7
d6471dc0a3,0
e39ded223d,1
2bc8a3db3c,2
0cc5805a92,3
47fd4036e7,4
1f1e11aee4,5
0be923c49b,6
4e5d643b2f,7
3a690dbd1b,0
697af33de9,1
31ca053bec,2
b345b1f290,8
a1fe3de7bb,4
387b6956c4,5
89562d9f7d,6
b07fc3b87c,7
b8f92fbe45,0
f0b5a05a6e,1
af171a3570,2
0ece337a15,3
f1395b9e13,4
886dc2e534,5
2ff32a1188,6
9f459445b6,7
393f2db0b0,0
ed2b73840d,1
c701db91e2,2
9cb42834b3,8
d3be640ed4,4
aa9eb3a110,5
16207869ba,6
071d5aa17f,7
057eae4f34,0
3ce41108fe,1
0a19821a16,2
72544ea5b6,3
400e66f34e,4
2b55bdbda1,5
3b9586e2ff,6
751a212e82,7
989ac5a9de,0
89ad7a93d6,1
730eee262c,2
7b5d5d40fe,8
ec10996820,4
2bd87e0587,5
182bfc6862,6
0280deb8ae,7
6a3d92ce59,0
5cada3d3f1,1
520fdf987c,2
0fd38464c3,3
1f0b16aa13,4
6c4568e51c,5
e61d42e6cf,6
568d119e66,7
d30e73de0c,0
b461a5b584,1
7deaf30c4a,2
e0c136dc8e,8
91ea3f1227,4
a149b73993,5
bea9b0571b,6
0c376f6728,7
7de95e0115,0
a042e73fee,1
20349d0a12,2
6040cbf086,3
52020f0fd4,4
52e7de7430,5
34bfcfa11b,6
32062fff08,7
e69330b40a,0
3dc4b77bb5,1
f30e47cb36,2
5edca1bb89,8
b6bd6424eb,4
a21afccc50,5
7c6f76a267,6
a9a9fb1747,7
6313ab72dc,0
74d53a0d53,1
380dea2a5a,2
263bd9dfd6,3
6576184a08,4
314db606fd,5
9dde6475f9,6
41a4f7424e,7
e358121d19,0
fad11bf2fa,1
288c4c1941,2
a39388bd3f,8
65aadb6f53,4
f599fad413,5
1a2918c9b4,6
30787ad7df,7
dfd3138198,0
29b25b5f03,1
7c7125fd12,2
9c298b9575,3
b60fbb288b,4
0df53ae04c,5
5108785aaf,6
7b078e7517,7
4a39459597,0
fbfa863bd4,1
85e6b4cb1c,2
32887c2719,8
92e617896e,4
106a222c7c,5
4015200239,6
3b5c0e9308,7
c23090da64,0
9ca1ebe351,1
976fcded4d,2
b74ecdfe20,3
d4e9588d7c,4
6dc7a51dd9,5
51179a1815,6
217a70a0cb,7
29a1b18e79,0
d1f8ba2f02,1
93c7358e41,2
c32752c00f,8
cd5cd074f1,4
c9f7f4020f,5
7ba58ee1be,6
52667992f8,7
6a7506aa1e,0
a91bd88bc1,1
6419fd454b,2
7e78a47cee,3
d3f2336daf,4
6caec01e67,5
4514686882,6
5203d6e046,7
1f6afee5ca,0
d0319f0ec5,1
9b1f59b89c,2
bc79fe1a3a,8
ff532274cd,4
8b11113861,5
5326fad561,6
f2259e86f4,7
fdff017e77,0
7547289453,1
0fea4b5049,2
bdb9ba462f,3
e4d9d1178c,4
5a6fa22207,5
e8d6412ed8,6
813d6ad4ba,7
b393a57640,0
8620f40403,1
8e7324c8ed,2
8cbefc189e,8
17be1887b9,4
1169f5b1fb,5
173dd2f369,6
7074e402ca,7
aa97ecda8e,0
fc8f0668fb,1
49336bb17b,2
5f1df5e4a8,3
5ee2d40bbb,4
a10b932fb3,5
6ef46555e2,6
3fe0ac38f0,7
3cc59342bd,0
f9629f4e29,1
83bb4578eb,2
6272ae54bc,8
8164beeaf5,4
d2522cfc93,5
81c77c1b6c,6
2da8da57e1,7
71507ccc96,0
3a3281b37d,1
d80ead8703,2
a3ad1422f5,3
f9d8f014c2,4
97a10a3ba0,5
86a772adb1,6
a71bdf1af7,7
a038a2d781,0
7616ee06bd,1
d6e2bb1586,2
056bfa0cc8,8
7eb42fe5ec,4
5ffd928d1e,5
7a817b12b4,6
1c3397d0ef,7
98870eab9e,0
8978bc57b7,1
2380664922,2
0c0f001366,3
c58124fdc4,4
2ecb2b0797,5
37aa9fc79a,6
f52c144f24,7
7a696bb878,0
4edadcf4c4,1
04e7e791e2,2
08173ef66c,8
0389fc6012,4
90b14e3f04,5
6a1783be17,6
ebf89446f2,7
aedad85e8c,0
bf05a52a6b,1
3984ed8d4e,2
09f0f1f414,3
ad0e66eabf,4
2a9190ed84,5
417833daa4,6
3d0acb5c90,7
6c40978ddf,0
0eacc93ff3,1
a0f050600e,2
8824cdcbf0,8
04c48c9743,4
38c0d9ca8e,5
4d7b42314d,6
46673b0e2d,7
7140b36ff6,0
5bf5d82829,1
ea1270a8b2,2
8a1aed2c83,3
c112748161,4
bbb762835a,5
e26c381bd4,6
ad5454050e,7
488f5f133e,0
d204ea9f09,1
2067c20654,2
d5a283c553,8
5f248cf0d6,4
5fa87fc4cd,5
babbac4cf9,6
feb90d8376,7
eb91416afe,0
31b7874f49,1
755c1e849f,2
6698a570b8,3
be1f425eac,4
7e58c5a1f6,5
4e51caa68e,6
1263576548,7
ba045610d1,0
b172bd2032,1
d0eb51a04f,2
bbf8c7968a,8
0ce329b5f9,4
92107f9559,5
8116fa64d4,6
38232d1fe3,7
4e7d4502bc,0
8f08f4e9f2,1
6b377327b1,2
76e1428103,3
5b7c160d0d,4
51ede1c702,5
52ac7bb4c1,6
33820f50d8,7
1d798aa5d5,0
43001d32e7,1
4520536c03,2
0249c49180,8
4fd99d2b52,4
75ad49564c,5
740070f15a,6
4b3502ca99,7
c60eaa0c75,0
ca78405cea,1
766784f810,2
9031ddc924,3
684555a30a,4
8ae916bb5c,5
9e9f3940a9,6
3531c9193f,7
ebdbbb52b5,0
2eca5f70b1,1
3bbf82fc28,2
7db9b53d89,8
851a37ac37,4
7f826d312e,5
d7398cfded,6
f85054273a,7
e0f030eb66,0
be90ab3e56,1
7d0cea3489,2
a18073f2a2,3
b3396387a6,4
18ac660fbb,5
ce9c3510a8,6
527c3abd5f,7
843f9892ef,0
2f20c083c2,1
c824b8afaa,2
d468d401ab,8
416101e57a,4
7709ec3c5d,5
16bee00afc,6
1afddc8196,7
9898ce93d6,0
46f402dcd5,1
0c089f7c1b,2
a076699b79,3
cd249859fa,4
466030918d,5
61cfb43abf,6
7bf203a987,7
812c804456,0
c82f7676ac,1
b91a91adc5,2
5468ed796d,8
6e72c79c29,4
8945b8916d,5
1af9e4bbd8,6
dce6361f2a,7
351ea99ec3,0
35f3cb48d6,1
14c16f99d5,2
b28aeb78e0,3
8718d851c6,4
0f20f0242c,5
51423622fd,6
68b6abcefc,7
58f752db3b,0
2a00ecc904,1
f170afca54,2
390355fd73,8
fbcd92f03f,4
7572c78534,5
3685aa0e78,6
ff24769ea3,7
f083e6692d,0
b42ffc97d4,1
bcbe3c0ee2,2
87d58438cc,3
40fbc03558,4
b690abdc09,5
e9f4d6f927,6
1c6237ae58,7
06c2c49688,0
1befe1ba44,1
3276e900a7,2
a913c2fc19,8
b2f87059da,4
225ae42209,5
483372b203,6
963210b127,7
4ee5d2c629,0
055ec918b9,1
f1b1f57aee,2
27efc3195e,3
90946392e6,4
016fc8031c,5
2fe0292eea,6
25edb9edb3,7
2ebe2eba03,0
9c4c524983,1
3480629331,2
296a04bc06,8
1724889841,4
6dfaae4996,5
7f30236ca4,6
1b71d67404,7
136af05158,0
fd257af5d2,1
de51e77a38,2
0108518d1e,3
2af240d261,4
e4be64c1fb,5
27870bb184,6
1544a0e952,7
7f2694ca3f,0
f870e41e88,1
ea2fe8434f,2
2e69b6eb16,8
67db09fda5,4
d3c8980685,5
60d3607be2,6
958a3dd464,7
966fb0cdbb,0
0f762f2746,1
62d30854d7,2
e1bd09e50b,3
7d41b0a6e1,4
e172f09faa,5
9511856b03,6
bf73cacab5,7
38438eab6c,0
82e88d973f,1
dcca0c8297,2
f0dc7e30fc,8
ff038e87b1,4
b8f76a8e5f,5
216e2a7492,6
a15b73d4bb,7
071c81c9ad,0
2ffea0c397,1
981f73e811,2
a89fc2586a,3
b9614348f4,4
2596227117,5
