id,fold
362cec7849,0
3634f29aac,5
363a171d90,2
365abbdf77,2
365bdf0ae1,2
3662fffe30,3
367c6fb412,4
3685aa0e78,4
368767c9fd,5
3687839ecc,1
368f635c4c,1
36a6901cae,4
36aa21019e,0
36ad52a2e8,3
36b768bfa7,3
36bc8044f8,0
36db23ceb8,5
36e68393b6,3
36f332bd11,1
36f9ab3ee0,4
370763b8a9,4
37251064bd,0
3734601c15,4
376e55e566,0
3782748f51,4
3792be0845,4
3794cd4d73,1
37aa9fc79a,5
37ba215c62,5
37c95ff7df,0
37df75f3a2,4
37e16a5404,2
38063f77a8,2
380dea2a5a,5
380ff30e30,0
38178b0ded,3
3822f73c1c,4
38232d1fe3,1
38438eab6c,5
384d50db49,0
3862950849,5
38673ade97,1
387aa87ae2,5
387b6956c4,2
38a15dee44,2
38c0d9ca8e,0
38dfaadc68,3
38e018ea0f,4
38ec59117e,2
38ed2aa7cb,2
390355fd73,1
393048bc6c,4
393f2db0b0,0
39400e0443,5
395726930f,1
395e668f22,2
396ae389d8,4
3975043a11,0
397f00cf61,2
3984ed8d4e,0
399694c381,1
39a05bf91f,5
39a5b5f33a,3
39cd06da7d,4
39dd1c43bd,2
39f101a807,0
3a068284ed,2
3a310860a3,5
3a3281b37d,2
3a33e1eb89,1
3a3e1e824d,4
3a58606814,4
3a5e5f4202,5
3a690dbd1b,2
3a7bbd73af,4
3ad9500e43,3
3b05fe7a3f,4
3b2f902ec6,3
3b4be071a8,2
3b5c0e9308,2
3b5e9c6e05,2
3b9586e2ff,2
3bbf82fc28,5
3bd3216e16,0
3be0c0be8e,1
3bf70b71cd,2
3c1097c378,3
3c10a71f62,2
3c1d07fc67,5
3c1ed5cc1f,2
3c2ea1a63f,4
3c2f5ba174,3
3c30b8e27b,2
3c35e3ad94,4
3c3e74faf6,4
3c66e5ab54,0
3c6fe4b7ba,1
3c7e2d60a7,5
3c9931bca2,3
3ca252f526,5
3cb59a4fdc,3
3cc59342bd,4
3cd0ce6e18,2
3cd4d01b7d,0
3ce41108fe,4
3ce657b8f7,2
3ced3ed63e,0
3cf0203cfb,0
3d0acb5c90,4
3d0f8c81ce,1
3d339265c4,2
3d4bc58424,0
3d6d400816,1
3d781526c2,5
3d99801810,5
3da64841d8,5
3da729cae9,0
3dae882971,3
3dbbc237c5,2
3dc4b77bb5,5
3dc8ca137c,2
3ddb2ff7a4,0
3de0c773e1,0
3df62de11d,3
3e1c11cfa8,3
3e3431be2f,5
3e84576386,4
3e87545802,4
3e8b5729dc,0
3eabf280ed,0
3ec0423139,1
3ec30a713c,0
3ed6168b22,4
3ed6d1c7df,4
3edc3edf92,4
3ee1cfb6a6,3
3ee4de57f8,3
3ee87f1ea6,2
3f22f2ef0e,3
3f2865df45,2
3f5adbdcc7,1
3f76f25042,5
3f8634704b,4
3f8a8f4715,0
3f9df26c0c,2
3fc4d6b6ed,1
3fc79d2ece,5
3fd0ef2d38,1
3fd616ef00,0
3fe0ac38f0,1
3ff3881428,3
400e66f34e,2
4015200239,1
401b591c07,3
403cb8f4b3,3
404b62a4d5,1
4079c73376,0
407bd44d31,2
4085f8522d,3
40a571cf0f,0
40a7f422e2,1
40aaac97b1,3
40b45f1871,0
40bb5a9cbe,0
40ccdfe09d,0
40d01e18a0,0
40d96e8022,1
40dcff68b3,5
40e8e14e60,0
40fbc03558,5
415eb5b72c,3
416101e57a,3
4161f35a4f,0
417833daa4,4
41895b0f40,0
418a13df5c,5
418b7878a8,4
41a4f7424e,3
41cfd4b320,0
41e173a1e5,3
41e2137184,3
4210e9e5d3,5
423800be38,4
423ae1a09c,4
42758bb41a,1
4279e747a0,4
4285c2ffe8,0
428a877104,1
429b289e07,0
429bf7c665,1
42a3baf571,3
42b9ff31aa,0
42c563d895,2
42d64f2d78,4
43001d32e7,1
430ef30e87,1
4319885cf1,5
4329ab8cf6,1
432b8b6a71,5
4336ac847e,1
437fbb64d4,0
438443e0d3,2
438b4cc6e3,2
43a1dbb062,4
43a9c21cea,3
43ec939286,0
44047c3e10,3
440534c8dd,5
4433b159db,1
44381a3f55,5
443985b709,1
44425dc49d,2
444c32935c,1
444dcc147b,2
44ac5b2526,1
44c8aed146,3
44ccc2d846,4
44d745a704,5
44e3f20074,4
44edd661a0,2
44efef9c4f,1
44f2ea3584,5
44f5dd71ab,1
4514686882,3
4514d46495,1
45180088a6,3
4520536c03,0
452b06b003,1
4541761ba4,1
455c8febce,5
455d05742a,4
4575e490e4,3
457d5edb4c,2
457f80b1c5,4
458a05615e,2
459396b418,2
45a1f78171,1
45a2a01008,5
45a7562dbf,3
45b5f91d83,3
45f292bb41,5
45f31c81d4,5
45fb16d378,5
4608c638bd,4
4618b50b42,5
4630209118,5
46386ca4a3,3
4654389112,5
465463b009,4
465486e6ec,4
465f93cd9c,2
466030918d,1
466548defe,2
46673b0e2d,3
467469da7b,0
4680bc7373,5
4696bb53e6,5
46b424e067,2
46b7364b81,1
46bbe12b2c,3
46bec86213,4
46c1a0e9a3,3
46dd77ede5,0
46f402dcd5,3
4702cdd4f0,0
47048ac10a,2
47398efeb4,4
4743e3bf8d,3
475fafb8e2,3
4766b51055,2
47729d4ee5,3
4776354474,5
479cb24efb,5
47aba1e35c,1
47bd268dcd,1
47fd4036e7,2
481ed855f2,2
483372b203,1
483b35d589,5
4848a3a509,4
4864559ba5,5
486ae46ba0,0
4875705fb0,0
488f5f133e,1
48940ae0b0,1
489a8fd021,2
48a18f5386,1
48b63017da,2
48b8dda801,3
48bb098115,1
48d34846d7,2
48d81e93d9,4
48db3b8c5f,4
492383a53b,2
49336bb17b,4
494daad56b,3
495a2d3c7c,4
495e5d8dc0,1
4985566e7d,0
4986fb6755,5
4989c6509e,2
498d327724,1
499560e566,2
49a90688bf,0
49d061af38,0
49f22705ea,4
49fe2ee7ba,0
4a11c0f4ad,4
4a12baccc4,1
4a27de03fc,2
4a39459597,1
4a5595076f,2
4a5dd4ab45,4
4a7418a5e6,3
4a8d55bdf5,3
4ac19fb269,5
4ad2ddacfc,1
4ad8a63538,1
4b019a8354,3
4b0bf2f4a1,0
4b0c5aad63,2
4b15912a41,2
4b17d5fb8f,0
4b2af55ae6,1
4b3502ca99,4
4b44c94892,4
4b522e501e,4
4b72e35b8b,0
4b873df7a2,0
4b9862566c,1
4b9b8c2e44,3
4bb8260218,3
4bc87727b5,1
4bd876a71c,1
4be0764138,4
4be85a3110,2
4c36178b41,1
4c43d99f68,0
4c4556fff0,2
4c7e3c71e6,0
4c7f2b2c18,1
4c8132dc73,5
4c89e94e36,3
4ca8350f11,2
4ce60abe5f,2
4cfee4b097,3
4d03329aa4,3
4d04dcd959,2
4d1efb19d7,4
4d2ede6b7a,5
4d33311a1e,0
4d341171a4,5
4d4adc5623,1
4d58e8d8ff,3
4d6121dae0,5
4d684d99cc,4
4d7b42314d,2
4d9b845652,5
4d9fa2d97f,1
4db68c7d25,1
4e3ccf37ee,1
4e41f7a5df,2
4e47ff086f,4
4e4cadf03f,3
4e51caa68e,5
4e5d643b2f,3
4e6855dbae,4
4e7d4502bc,3
4e86258646,0
4e89a919ed,3
4e961dd0ed,3
4ebed82264,2
4eccb0cb9d,0
4ed12ec89a,4
4ed2467e7c,3
4edadcf4c4,5
4ee4b3485e,4
4ee5d2c629,2
4ef0559016,5
4f02bab289,5
4f105993c5,4
4f30a97219,0
4f3368a855,5
4f349b5ab8,3
4f5df40ab2,3
4f62a5bb14,1
4f6328bf93,3
4fbda008c7,0
4fd99d2b52,2
4fdc882e4b,4
4ff5c5ef47,5
500683ce7e,1
500d909b87,4
501c68e571,0
50251a9572,4
50290e75f9,0
502b97b954,1
503aba826b,2
504c4a71d2,0
505483d249,4
5081bad441,2
50b3aef4c4,2
50d3073821,2
5103df3d79,3
5108785aaf,1
51179a1815,1
51423622fd,3
5155ad847f,4
51846d4c96,5
51870e8500,0
5187e13789,3
518ee8cf52,1
519cc2a871,0
51acfd1399,4
51b639314d,3
51be9fc3d5,0
51d1696054,3
51e82eaa5b,3
51e8e6bfc4,1
51ede1c702,2
52020f0fd4,1
5203d6e046,3
520fdf987c,0
525be73de5,2
52667992f8,4
526d63530a,4
527c3abd5f,4
528cb6678c,3
52914952d6,3
52a0f74bfe,4
52aa9a9703,1
52ac7bb4c1,1
52ae147d60,2
52e7de7430,1
52fdbf981f,1
5306b708be,0
530f759c6f,1
5326fad561,4
533a731c99,1
5343d4837c,1
53485dc0d9,1
535503063e,3
5378360450,1
537f18bd97,2
5395202313,3
53b480e29f,5
53c79255ba,2
53dab98a36,5
53de66df2a,0
53e17edd83,3
53eb356632,3
5423d6049c,3
543acdb5f7,0
543f5887a2,2
5446a64ba5,5
5448c46aac,2
54629440c9,5
5468ed796d,3
547c9d83fd,5
54842b574a,0
548887f17d,4
5489419bef,5
5489a9e706,4
54a3636ba6,4
54cb8bdbe2,4
54cfa66336,5
54dd074cd7,4
54dd4658d1,0
54e2419450,1
55111519ec,3
553733b17b,5
5559e0ceab,0
5575337f66,2
557feaaf65,1
558b11d1b8,4
55a49950a0,1
55e9012561,1
55f1ea73b3,1
563191e71a,1
565d2342f2,4
565f9c3fce,4
566ac48e00,2
5673036fa1,3
5677f991b7,4
56810440c4,2
568d119e66,2
5691530ff4,4
56974f6864,3
569f85c4ce,4
56a4e5c1e5,4
56ab4fae30,4
56ac0f17be,2
56ac5605d2,4
56b5540fd7,4
56ced19ad6,3
56d025f76c,4
56d6d999b8,3
56f4bcc716,1
5701bbfe46,3
570d1da727,0
5717740aa6,1
571b14e631,0
571e63d0bc,0
57293a65d5,3
572cb220d2,3
572f0b1ad8,5
57302cf4b6,0
573f9f58c4,5
575d24d81d,2
576fd5de16,4
578aefa47e,3
578b502c6d,3
57904adf94,1
57e0cff707,5
57e394bc67,0
57f8b13094,2
57ff97666d,2
5800248c17,5
58135d5189,5
581e7f38d7,2
58777a8c79,1
58789490d6,5
589e94265a,5
58a51c861e,0
58ad72a266,5
58d177c0d0,5
58d62862fa,3
58de316918,5
58edb9b58c,3
58f752db3b,1
59092e355d,2
590e32af63,1
590e6bdbef,0
590f7ae6e7,2
5936740d48,4
594712691d,3
5948185d4d,2
59597a8431,4
595deae139,2
5970137a1e,3
5990041346,2
5991bd3f1b,0
59944f0f92,5
59b1bac5d5,4
59ceec4f7c,5
59dabe134f,0
59dfd4c7e5,2
5a02df7676,5
5a3c38104c,2
5a6cd229a9,0
5a6f57c150,3
5a6fa22207,4
5a7a933a05,5
5a81181e41,0
5aa0015d15,5
5aca18a605,3
5ad4b1d1ff,4
5ad7172ca7,1
5aee63c515,2
5b217529e7,4
5b2282b51e,4
5b28c5ba50,3
5b3b86341f,1
5b435fad9d,3
5b72ade49e,2
5b7c160d0d,5
5b836d2444,0
5b86544456,1
5b8dc086ff,0
5bb48ef0ea,3
5bb976391e,1
5bbcd70d2f,2
5be9925bca,1
5bf5d82829,4
5bffe3b52f,4
5c0cde01b7,4
5c28eec331,0
5c297b5dcd,0
5c33b65396,2
5c51c23a7b,0
5c616dea00,3
5c65a9775b,0
5c70da6c2d,0
5c7f310937,0
5c87971507,4
5c8ce5869b,5
5c9326f1e4,5
5cada3d3f1,4
5cb2496125,4
5ce554e890,4
5cefe5b52c,4
5cf1f1e7f0,3
5d07e84138,2
5d0a9c5b0e,3
5d4dcb9d8b,0
5d600057f5,4
5d6126f459,3
5d7424eab2,0
5d752d6d4a,3
5df9874c5b,2
5dfa4cfa2d,3
5e09ef27a6,0
5e0d2e6c25,1
5e350fa662,1
5e3c2aa2bb,0
5e58ed4adb,0
5e85356a28,5
5e95137d5f,0
5e98f349f3,4
5ebe9e404d,3
5ec4b8eff9,5
5ec6db5c9d,1
5ecf1f5cb4,1
5edb37f5a8,0
5edca1bb89,1
5ee2d40bbb,4
5ef096aeac,5
5f1aa014c5,3
5f1df5e4a8,3
5f248cf0d6,5
5f397e0074,1
5f3b26ac68,5
5f43816c42,4
5f45291a7a,4
5f48c8c123,3
5f51a19f9e,1
5f7c5c59f5,0
5f8370ed60,4
5f8b4540fd,1
5f8f40ce31,5
5f98029612,3
5fa536d1fd,3
5fa87fc4cd,2
5fabfdc0b6,2
5fc8bb94aa,3
5fd2a3ef64,2
5fd411e302,5
5fd8ed2395,0
5fe333fd26,4
5fe4e3f5e6,3
5fe599e1a5,4
